Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
HTH,Hilltop Holdings Inc.,22.14,$2.18B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/hth,
HLT,Hilton Worldwide Holdings Inc.,24.37,$24.12B,2013,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/hlt,
HNI,HNI Corporation,52.94,$2.35B,na,Consumer Durables,Office Equipment/Supplies/Services,http//www.nasdaq.com/symbol/hni,
HMLP,Hoegh LNG Partners LP,19,$499.93M,2014,Consumer Services,Marine Transportation,http//www.nasdaq.com/symbol/hmlp,
HEP,Holly Energy Partners LP,33.33,$1.97B,2004,Energy,Natural Gas Distribution,http//www.nasdaq.com/symbol/hep,
HFC,HollyFrontier Corporation,27.11,$4.79B,na,Energy,Integrated oil Companies,http//www.nasdaq.com/symbol/hfc,
HD,Home Depot Inc (The),136.23,$169.47B,na,Consumer Services,RETAIL Building Materials,http//www.nasdaq.com/symbol/hd,
HMC,Honda Motor CompanyLtd,29.28,$52.77B,na,Capital Goods,Auto Manufacturing,http//www.nasdaq.com/symbol/hmc,
HON,Honeywell International Inc.,116.23,$88.44B,na,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/hon,
HMN,Horace Mann Educators Corporation,35.5,$1.43B,1991,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/hmn,
HZN,Horizon Global Corporation,15.41,$280.35M,2015,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/hzn,
HTF,Horizon Technology Finance Corporation,25.6501,$296.22M,na,na,na,http//www.nasdaq.com/symbol/htf,
HRL,Hormel Foods Corporation,36.19,$19.18B,na,Consumer Non-Durables,Meat/Poultry/Fish,http//www.nasdaq.com/symbol/hrl,
HOS,Hornbeck Offshore Services,5.64,$204.94M,2004,Consumer Services,Marine Transportation,http//www.nasdaq.com/symbol/hos,
HST,Host Hotels & Resorts Inc,18.15,$13.48B,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/hst,
HLI,Houlihan Lokey Inc,25.66,$1.71B,2015,Finance,Investment Managers,http//www.nasdaq.com/symbol/hli,
HOV,Hovnanian Enterprises Inc,1.79,$263.35M,na,Capital Goods,Homebuilding,http//www.nasdaq.com/symbol/hov,
HHC,Howard Hughes Corporation (The),116,$4.62B,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/hhc,
HPQ,HP Inc.,14.41,$24.65B,na,Technology,Computer Manufacturing,http//www.nasdaq.com/symbol/hpq,
HRG,HRG Group Inc,15.91,$3.19B,na,Miscellaneous,Industrial Machinery/Components,http//www.nasdaq.com/symbol/hrg,
HSBC,HSBC Holdings plc,35.35,$140.08B,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/hsbc,
HSEA,HSBC Holdings plc,27.3,na,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/hsea,
HSEB,HSBC Holdings plc,26.51,na,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/hseb,
HNP,Huaneng Power International Inc,26.26,$9.98B,1994,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/hnp,
HUBB,Hubbell Inc,107,$5.92B,2015,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/hubb,
HUBS,HubSpot Inc,56.99,$2.01B,2014,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/hubs,
HBM,HudBay Minerals Inc,4.79,$1.13B,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/hbm,
HPP,Hudson Pacific Properties Inc,33.14,$3.95B,2010,Finance,Real Estate,http//www.nasdaq.com/symbol/hpp,
HGT,Hugoton Royalty Trust,2.29,$91.6M,1999,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/hgt,
HUM,Humana Inc.,179.63,$26.78B,na,Health Care,Medical Specialities,http//www.nasdaq.com/symbol/hum,
HII,Huntington Ingalls Industries Inc,165.24,$7.73B,na,Capital Goods,Marine Transportation,http//www.nasdaq.com/symbol/hii,
HUN,Huntsman Corporation,16.75,$3.99B,2005,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/hun,
H,Hyatt Hotels Corporation,53.23,$7.08B,2009,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/h,
HY,Hyster-Yale Materials Handling Inc,52.83,$865.68M,na,Capital Goods,Construction/Ag Equipment/Trucks,http//www.nasdaq.com/symbol/hy,
IAG,Iamgold Corporation,4.87,$2.19B,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/iag,
IBN,ICICI Bank Limited,7.3,$21.22B,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/ibn,
IDA,IDACORP Inc,76.13,$3.84B,na,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/ida,
IEX,IDEX Corporation,92.46,$7.04B,1989,Capital Goods,Fluid Controls,http//www.nasdaq.com/symbol/iex,
IDT,IDT Corporation,13.96,$321.48M,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/idt,
ITW,Illinois Tool Works Inc.,118.36,$42.01B,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/itw,
IMN,Imation Corporation,1.03,$38.25M,na,Technology,Electronic Components,http//www.nasdaq.com/symbol/imn,
IMAX,Imax Corporation,31.21,$2.09B,na,Miscellaneous,Industrial Machinery/Components,http//www.nasdaq.com/symbol/imax,
IMPV,Imperva Inc,47.88,$1.56B,2011,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/impv,
IMPR,Imprivata Inc,19.13,$489.21M,2014,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/impr,
IMS,IMS Health Holdings Inc,29.3,$9.65B,2014,Technology,EDP Services,http//www.nasdaq.com/symbol/ims,
ICD,Independence Contract Drilling Inc,5.12,$192.75M,2014,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/icd,
IHC,Independence Holding Company,17.37,$298.26M,na,Finance,Life Insurance,http//www.nasdaq.com/symbol/ihc,
IFN,India Fund Inc (The),25.19,$736.73M,na,na,na,http//www.nasdaq.com/symbol/ifn,
IBA,Industrias Bachoco S.A. de C.V.,54.98,$2.75B,1997,Consumer Non-Durables,Meat/Poultry/Fish,http//www.nasdaq.com/symbol/iba,
BLOX,Infoblox Inc.,19.94,$1.13B,2012,Technology,EDP Services,http//www.nasdaq.com/symbol/blox,
INFY,Infosys Limited,15.95,$36.46B,na,Technology,EDP Services,http//www.nasdaq.com/symbol/infy,
HIFR,InfraREIT Inc,17.31,$757.56M,2015,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/hifr,
ING,ING Group N.V.,11.77,$45.55B,1997,Finance,Commercial Banks,http//www.nasdaq.com/symbol/ing,
INZ,ING Group N.V.,26.12,na,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/inz,
ISF,ING Group N.V.,25.76,na,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/isf,
ISG,ING Group N.V.,25.78,na,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/isg,
ISP,ING Group N.V.,25.87,na,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/isp,
IR,Ingersoll-Rand plc (Ireland),67.39,$17.39B,na,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/ir,
NGVT,Ingevity Corporation,44.07,$1.86B,2016,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/ngvt,
IM,Ingram Micro Inc.,34.54,$5.17B,1996,Technology,Retail Computer Software & Peripheral Equipment,http//www.nasdaq.com/symbol/im,
INGR,Ingredion Incorporated,132.86,$9.59B,na,Consumer Non-Durables,Packaged Foods,http//www.nasdaq.com/symbol/ingr,
IPHI,Inphi Corporation,42.08,$1.71B,2010,Technology,Semiconductors,http//www.nasdaq.com/symbol/iphi,
NSP,Insperity Inc,66.57,$1.42B,na,Technology,Professional Services,http//www.nasdaq.com/symbol/nsp,
IBP,Installed Building Products Inc,31.01,$976.37M,2014,Basic Industries,Homebuilding,http//www.nasdaq.com/symbol/ibp,
INST,Instructure Inc,23.69,$662.99M,2015,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/inst,
ITGR,Integer Holdings Corporation,23.52,$724.44M,na,Miscellaneous,Industrial Machinery/Components,http//www.nasdaq.com/symbol/itgr,
I,Intelsat S.A.,2.78,$300.52M,2013,Consumer Services,Telecommunications Equipment,http//www.nasdaq.com/symbol/i,
ICE,Intercontinental Exchange Inc.,278.11,$33.13B,2005,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/ice,
IHG,Intercontinental Hotels Group,43.66,$8.59B,na,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/ihg,
IFF,Internationa Flavors & Fragrances Inc,134.04,$10.67B,na,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/iff,
IBM,International Business Machines Corporation,160.7,$153.6B,na,Technology,Computer Manufacturing,http//www.nasdaq.com/symbol/ibm,
IGT,International Game Technology,22.67,$4.54B,2015,Consumer Services,Services-Misc. Amusement & Recreation,http//www.nasdaq.com/symbol/igt,
IP,International Paper Company,46.66,$19.19B,na,Basic Industries,Paper,http//www.nasdaq.com/symbol/ip,
IOC,InterOil Corporation,48.93,$2.44B,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/ioc,
IPG,Interpublic Group of Companies Inc (The),23.25,$9.32B,na,Technology,Advertising,http//www.nasdaq.com/symbol/ipg,
INXN,InterXion Holding N.V.,37.59,$2.65B,2011,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/inxn,
IL,IntraLinks Holdings Inc,9.18,$526.28M,2010,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/il,
SNOW,Intrawest Resorts Holdings Inc,15.19,$603.55M,2014,Consumer Services,Services-Misc. Amusement & Recreation,http//www.nasdaq.com/symbol/snow,
IPI,Intrepid Potash Inc,1.31,$100.34M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http//www.nasdaq.com/symbol/ipi,
XON,Intrexon Corporation,28.58,$3.38B,2013,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/xon,
IVC,Invacare Corporation,11.98,$388.98M,na,Health Care,Industrial Specialties,http//www.nasdaq.com/symbol/ivc,
INVN,InvenSense Inc,8.24,$772M,2011,Technology,Semiconductors,http//www.nasdaq.com/symbol/invn,
VBF,Invesco Bond Fund,19.42,$220.94M,na,na,na,http//www.nasdaq.com/symbol/vbf,
VCV,Invesco California Value Municipal Income Trust,14.03,$671.43M,na,na,na,http//www.nasdaq.com/symbol/vcv,
VTA,Invesco Credit Opportunities Fund,11.55,$855.79M,2007,na,na,http//www.nasdaq.com/symbol/vta,
VLT,Invesco High Income Trust II,14.37,$116.66M,1989,na,na,http//www.nasdaq.com/symbol/vlt,
IVR,INVESCO MORTGAGE CAPITAL INC,15.2,$1.7B,2009,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/ivr,
OIA,Invesco Municipal Income Opportunities Trust,8.15,$386.52M,na,na,na,http//www.nasdaq.com/symbol/oia,
VMO,Invesco Municipal Opportunity Trust,14.62,$985.29M,na,na,na,http//www.nasdaq.com/symbol/vmo,
VKQ,Invesco Municipal Trust,14.06,$777.8M,na,na,na,http//www.nasdaq.com/symbol/vkq,
VPV,Invesco Pennsylvania Value Municipal Income Trust,13.91,$331.47M,na,na,na,http//www.nasdaq.com/symbol/vpv,
IVZ,Invesco Plc,29.73,$12.19B,na,Finance,Investment Managers,http//www.nasdaq.com/symbol/ivz,
IQI,Invesco Quality Municipal Income Trust,14.04,$742.49M,na,na,na,http//www.nasdaq.com/symbol/iqi,
VVR,Invesco Senior Income Trust,4.36,$784.96M,1998,na,na,http//www.nasdaq.com/symbol/vvr,
VTN,Invesco Trust  for Investment Grade New York Municipal,16.23,$315.82M,na,na,na,http//www.nasdaq.com/symbol/vtn,
VGM,Invesco Trust for Investment Grade Municipals,14.25,$772.71M,na,na,na,http//www.nasdaq.com/symbol/vgm,
IIM,Invesco Value Municipal Income Trust,17.11,$804.86M,na,na,na,http//www.nasdaq.com/symbol/iim,
ITG,Investment Technology Group Inc,16.5,$542.97M,na,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/itg,
IRET,Investors Real Estate Trust,6.41,$776.19M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/iret,
NVTA,Invitae Corporation,8.81,$284.26M,2015,Health Care,Medical Specialities,http//www.nasdaq.com/symbol/nvta,
IO,Ion Geophysical Corporation,5.72,$67.42M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/io,
IRM,Iron Mountain Incorporated,36.87,$9.71B,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/irm,
IRS,IRSA Inversiones Y Representaciones S.A.,18.01,$1.04B,na,Consumer Services,Homebuilding,http//www.nasdaq.com/symbol/irs,
ICL,Israel Chemicals Shs,4.18,$5.43B,2014,Basic Industries,Agricultural Chemicals,http//www.nasdaq.com/symbol/icl,
STAR,iStar Financial Inc.,10.99,$782.23M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/star,
ITCB,Ita CorpBanca,13.39,$4.57B,na,na,na,http//www.nasdaq.com/symbol/itcb,
ITUB,Itau Unibanco Banco Holding SA,11.31,$67.07B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/itub,
ITC,ITC Holdings Corp.,46.35,$7.11B,2005,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/itc,
ESI,ITT Educational Services Inc,2.21,$53.01M,na,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/esi,
ITT,ITT Inc.,35.25,$3.16B,2011,Capital Goods,Fluid Controls,http//www.nasdaq.com/symbol/itt,
IVH,Ivy High Income Opportunities Fund,14.24,$235.91M,2013,na,na,http//www.nasdaq.com/symbol/ivh,
JPM,J P Morgan Chase & Co,65.71,$237.34B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/jpm,
JBL,Jabil Circuit Inc,20.79,$3.97B,1993,Technology,Electrical Products,http//www.nasdaq.com/symbol/jbl,
JEC,Jacobs Engineering Group Inc.,53.69,$6.52B,na,Basic Industries,Military/Government/Technical,http//www.nasdaq.com/symbol/jec,
JHX,James Hardie Industries plc.,16.98,$7.57B,na,Capital Goods,Building Materials,http//www.nasdaq.com/symbol/jhx,
JNS,Janus Capital Group Inc,14.55,$2.67B,na,Finance,Investment Managers,http//www.nasdaq.com/symbol/jns,
JOF,Japan Smaller Capitalization Fund Inc,10.18,$288.44M,1990,na,na,http//www.nasdaq.com/symbol/jof,
JCAP,Jernigan Capital Inc,17.1,$101.98M,2015,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/jcap,
JKS,JinkoSolar Holding Company Limited,19.48,$611.14M,2010,Technology,Semiconductors,http//www.nasdaq.com/symbol/jks,
JMP,JMP Group LLC,5.69,$120.66M,2007,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/jmp,
JMPB,JMP Group LLC,25.43,na,na,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/jmpb,
JMPC,JMP Group LLC,25.29,na,2014,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/jmpc,
JBT,John Bean Technologies Corporation,67.22,$1.96B,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/jbt,
BTO,John Hancock Financial Opportunities Fund,27.47,$510.19M,1994,na,na,http//www.nasdaq.com/symbol/bto,
HEQ,John Hancock Hedged Equity & Income Fund,15.64,$191M,2011,na,na,http//www.nasdaq.com/symbol/heq,
JHS,John Hancock Income Securities Trust,14.72,$171.44M,na,na,na,http//www.nasdaq.com/symbol/jhs,
JHI,John Hancock Investors Trust,17.69,$154.13M,na,na,na,http//www.nasdaq.com/symbol/jhi,
HPF,John Hancock Pfd Income Fund II,22.61,$480.44M,2002,na,na,http//www.nasdaq.com/symbol/hpf,
HPI,John Hancock Preferred Income Fund,22.72,$590.34M,2002,na,na,http//www.nasdaq.com/symbol/hpi,
HPS,John Hancock Preferred Income Fund III,19.9,$628.12M,2003,na,na,http//www.nasdaq.com/symbol/hps,
PDT,John Hancock Premium Dividend Fund,17.1,$825.36M,na,na,na,http//www.nasdaq.com/symbol/pdt,
HTD,John Hancock Tax Advantaged Dividend Income Fund,24.49,$866.69M,2004,na,na,http//www.nasdaq.com/symbol/htd,
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,10.8,$115.1M,na,na,na,http//www.nasdaq.com/symbol/hty,
JNJ,Johnson & Johnson,120.33,$329.21B,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/jnj,
JCI,Johnson Controls Inc,44.13,$28.14B,na,Consumer Durables,Industrial Specialties,http//www.nasdaq.com/symbol/jci,
JONE,Jones Energy Inc,3.64,$228.2M,2013,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/jone,
JLL,Jones Lang LaSalle Incorporated,115.89,$5.24B,na,Finance,Real Estate,http//www.nasdaq.com/symbol/jll,
JOY,Joy Global Inc.,27.4,$2.69B,na,Energy,Industrial Machinery/Components,http//www.nasdaq.com/symbol/joy,
JPEP,JP Energy Partners LP,7.07,$259.14M,2014,Energy,Oil Refining/Marketing,http//www.nasdaq.com/symbol/jpep,
JFC,JPMorgan China Region Fund Inc,16.995,$109.58M,1992,na,na,http//www.nasdaq.com/symbol/jfc,
JMEI,Jumei International Holding Limited,4.8,$703.85M,2014,Consumer Services,Other Specialty Stores,http//www.nasdaq.com/symbol/jmei,
JNPR,Juniper Networks Inc,23.36,$8.95B,1999,Technology,Computer Communications Equipment,http//www.nasdaq.com/symbol/jnpr,
JP,Jupai Holdings Limited,8.29,$248.13M,2015,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/jp,
JE,Just Energy Group Inc,5.52,$815.72M,na,Public Utilities,Oil/Gas Transmission,http//www.nasdaq.com/symbol/je,
LRN,K12 Inc,11.66,$462.57M,na,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/lrn,
KAI,Kadant Inc,51.46,$560.77M,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/kai,
KDMN,Kadmon Holdings Inc,10.23,$459.02M,2016,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/kdmn,
KAMN,Kaman Corporation,44.1,$1.19B,na,Consumer Durables,Industrial Specialties,http//www.nasdaq.com/symbol/kamn,
KSU,Kansas City Southern,96.52,$10.42B,na,Transportation,Railroads,http//www.nasdaq.com/symbol/ksu,
KS,KapStone Paper and Packaging Corporation,15.48,$1.49B,na,Basic Industries,Paper,http//www.nasdaq.com/symbol/ks,
KAR,KAR Auction Services Inc,41.08,$5.67B,2009,Consumer Durables,Automotive Aftermarket,http//www.nasdaq.com/symbol/kar,
KATE,Kate Spade & Company,18.78,$2.4B,na,Consumer Non-Durables,Apparel,http//www.nasdaq.com/symbol/kate,
KED,Kayne Anderson Energy Development Company,19.06,$203.34M,2006,na,na,http//www.nasdaq.com/symbol/ked,
KYE,Kayne Anderson Energy Total Return Fund Inc,11.05,$403.97M,2005,na,na,http//www.nasdaq.com/symbol/kye,
KMF,Kayne Anderson Midstream Energy Fund Inc,14.65,$322.8M,2010,na,na,http//www.nasdaq.com/symbol/kmf,
KYN,Kayne Anderson MLP Investment Company,19.51,$2.21B,2004,na,na,http//www.nasdaq.com/symbol/kyn,
KB,KB Financial Group Inc,34.36,$13.13B,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/kb,
KBH,KB Home,15.55,$1.31B,1986,Capital Goods,Homebuilding,http//www.nasdaq.com/symbol/kbh,
KBR,KBR Inc,15.71,$2.24B,2006,Basic Industries,Military/Government/Technical,http//www.nasdaq.com/symbol/kbr,
KAP,KCAP Financial Inc,25.5046,na,na,na,na,http//www.nasdaq.com/symbol/kap,
KCG,KCG Holdings Inc,14.66,$1.27B,na,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/kcg,
K,Kellogg Company,82.45,$28.88B,na,Consumer Non-Durables,Packaged Foods,http//www.nasdaq.com/symbol/k,
KEM,Kemet Corporation,3.39,$156.74M,na,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/kem,
KMPA,Kemper Corporation,27.67,na,2014,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/kmpa,
KMPR,Kemper Corporation,36.69,$1.88B,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/kmpr,
KMT,Kennametal Inc.,28.8,$2.3B,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/kmt,
KW,Kennedy-Wilson Holdings Inc.,21.5,$2.42B,na,Finance,Real Estate,http//www.nasdaq.com/symbol/kw,
KWN,Kennedy-Wilson Holdings Inc.,26.04,na,2012,Finance,Real Estate,http//www.nasdaq.com/symbol/kwn,
KEN,Kenon Holdings Ltd.,12,$644.33M,2015,Consumer Services,Marine Transportation,http//www.nasdaq.com/symbol/ken,
KEY,KeyCorp,12.17,$13.17B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/key,
KEYS,Keysight Technologies Inc.,29.6,$5.04B,2014,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/keys,
KRC,Kilroy Realty Corporation,71.8,$6.62B,1997,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/krc,
KMB,Kimberly-Clark Corporation,127.53,$45.86B,na,Consumer Durables,Containers/Packaging,http//www.nasdaq.com/symbol/kmb,
KIM,Kimco Realty Corporation,29.56,$12.42B,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/kim,
KMI,Kinder Morgan Inc,21.78,$48.62B,2011,Public Utilities,Natural Gas Distribution,http//www.nasdaq.com/symbol/kmi,
KND,Kindred Healthcare Inc,10.81,$921.59M,na,Health Care,Hospital/Nursing Management,http//www.nasdaq.com/symbol/knd,
KFS,Kingsway Financial Services Inc,5.54,$120.75M,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/kfs,
KGC,Kinross Gold Corporation,5.13,$6.39B,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/kgc,
KEX,Kirby Corporation,54.33,$2.93B,na,Consumer Services,Marine Transportation,http//www.nasdaq.com/symbol/kex,
KRG,Kite Realty Group Trust,28.39,$2.37B,2004,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/krg,
KKR,KKR & Co. L.P.,14.77,$6.57B,na,Finance,Investment Managers,http//www.nasdaq.com/symbol/kkr,
KFH,KKR Financial Holdings LLC,25.53,na,2011,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/kfh,
KFI,KKR Financial Holdings LLC,26.32,na,na,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/kfi,
KIO,KKR Income Opportunities Fund,15.86,$241.95M,2013,na,na,http//www.nasdaq.com/symbol/kio,
KMG,KMG Chemicals Inc,27.63,$324.26M,na,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/kmg,
KNX,Knight Transportation Inc,27.95,$2.24B,na,Transportation,Trucking Freight/Courier Services,http//www.nasdaq.com/symbol/knx,
KNL,Knoll Inc,25.15,$1.24B,2004,Consumer Durables,Office Equipment/Supplies/Services,http//www.nasdaq.com/symbol/knl,
KNOP,KNOT Offshore Partners LP,19.3,$524.85M,2013,Consumer Services,Marine Transportation,http//www.nasdaq.com/symbol/knop,
KN,Knowles Corporation,14.06,$1.25B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,http//www.nasdaq.com/symbol/kn,
KSS,Kohl's Corporation,46.08,$8.47B,1992,Consumer Services,Department/Specialty Retail Stores,http//www.nasdaq.com/symbol/kss,
PHG,Koninklijke Philips N.V.,28.35,$26.29B,na,Energy,Consumer Electronics/Appliances,http//www.nasdaq.com/symbol/phg,
KOP,Koppers Holdings Inc.,32.04,$661.7M,2006,Basic Industries,Forest Products,http//www.nasdaq.com/symbol/kop,
KEP,Korea Electric Power Corporation,26.62,$34.18B,1994,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/kep,
KEF,Korea Equity Fund Inc,8.25,$80.36M,na,na,na,http//www.nasdaq.com/symbol/kef,
KF,Korea Fund Inc (The),35.29,$253.65M,na,na,na,http//www.nasdaq.com/symbol/kf,
KFY,Korn/Ferry International,23.93,$1.37B,1999,Technology,Diversified Commercial Services,http//www.nasdaq.com/symbol/kfy,
KOS,Kosmos Energy Ltd.,5.87,$2.27B,2011,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/kos,
KRA,Kraton Performance Polymers Inc,32.14,$991.64M,2009,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/kra,
KR,Kroger Company (The),32.1,$30.46B,na,Consumer Services,Food Chains,http//www.nasdaq.com/symbol/kr,
KRO,Kronos Worldwide Inc,7.43,$861.09M,na,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/kro,
KT,KT Corporation,16.56,$8.11B,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/kt,
KYO,Kyocera Corporation,49.75,$18.79B,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/kyo,
LB,L Brands Inc,74.21,$21.34B,na,Consumer Services,Clothing/Shoe/Accessory Stores,http//www.nasdaq.com/symbol/lb,
LLL,L-3 Communications Holdings Inc,148.16,$11.44B,na,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/lll,
LQ,La Quinta Holdings Inc.,11.49,$1.34B,2014,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/lq,
LH,Laboratory Corporation of America Holdings,138.89,$14.21B,na,Health Care,Medical Specialities,http//www.nasdaq.com/symbol/lh,
LADR,Ladder Capital Corp,13.22,$1.45B,2014,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/ladr,
LDR,Landauer Inc,47.55,$456.66M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/ldr,
LCI,Lannett Co Inc,31.1,$1.14B,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/lci,
LPI,Laredo Petroleum Inc,11.84,$2.84B,2011,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/lpi,
LVS,Las Vegas Sands Corp.,52.36,$41.61B,2004,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/lvs,
LHO,LaSalle Hotel Properties,28.26,$3.2B,1998,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/lho,
LFL,LATAM Airlines Group S.A.,8.75,$4.77B,na,Transportation,Air Freight/Delivery Services,http//www.nasdaq.com/symbol/lfl,
LDF,Latin American Discovery Fund Inc (The),10.54,$71.85M,na,na,na,http//www.nasdaq.com/symbol/ldf,
LGI,Lazard Global Total Return and Income Fund,14.04,$134.86M,2004,na,na,http//www.nasdaq.com/symbol/lgi,
LAZ,Lazard Ltd.,36.16,$4.49B,2005,Finance,Investment Managers,http//www.nasdaq.com/symbol/laz,
LOR,Lazard World Dividend & Income Fund Inc,9.85,$67.77M,2005,na,na,http//www.nasdaq.com/symbol/lor,
LZB,La-Z-Boy Incorporated,30.13,$1.47B,na,Consumer Durables,Home Furnishings,http//www.nasdaq.com/symbol/lzb,
LEA,Lear Corporation,112.8,$8.07B,na,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/lea,
LEE,Lee Enterprises Incorporated,2.48,$138.31M,na,Consumer Services,Newspapers/Magazines,http//www.nasdaq.com/symbol/lee,
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,14.05,$296.13M,2012,na,na,http//www.nasdaq.com/symbol/bwg,
